job_id,title,Country,State,City,department,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent,salary_min,salary_max,fraud_label,has_salary
13472,C# Software Engineer,United States,VA,Charlottesville,Engineering,0,1,0,Full-time,Associate,Unknown,Education Management,Engineering,0,,,Genuine,False
13473,Investment Banking Associate,United States,VA,Charlottesville,Finance,0,0,0,Full-time,Associate,Bachelor's Degree,Banking,Finance,0,60.0,85.0,Genuine,True
13474,Initiativbewerbung,Germany,BE,Berlin,Unknown,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
13475,Data Engineer,Lithuania,VL,Vilnius,Research,0,1,0,Full-time,Unknown,Unknown,Research,Research,0,,,Genuine,False
13476,Junior C# Dotnet Backend Engineer,Thailand,10,Bangkok,Unknown,0,0,0,Full-time,Entry level,Bachelor's Degree,Internet,Engineering,0,,,Genuine,False
13477,Android Developer,Belgium,BR,U Brussels,Unknown,0,1,1,Unknown,Not Applicable,Unknown,Entertainment,Information Technology,0,,,Genuine,False
13478,General Managerapparel Startup,United States,CA,San Francisco,Unknown,0,1,1,Full-time,Entry level,Associate Degree,Apparel & Fashion,Marketing,0,30000.0,48000.0,Genuine,True
13479,Social Media Producer,United States,NY,New York,Unknown,0,1,1,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
13480,Human Resources Generalist,United States,CO,Denver,Unknown,0,0,0,Full-time,Unknown,Unknown,Unknown,Human Resources,0,,,Genuine,False
13481,Warehousing Apprenticeship Under Nas 16-18 Year Olds,United Kingdom,LD,S,Unknown,0,1,1,Full-time,Unknown,High School/equivalent,Logistics & Supply Chain,Unknown,0,,,Genuine,False
13483,Openingphp Developer/ Software Engineer,,Unknown,Unknown,Unknown,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Unknown,0,,,Genuine,False
13484,Social Media Intern,Germany,Unknown,Berlin,Unknown,0,1,1,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
13485,Training Administrator,United States,FL,Jacksonville,Unknown,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
13486,Phone Sales Representative,United States,NY,Farmingdale,Unknown,0,1,0,Full-time,Entry level,Unknown,Unknown,Sales,0,,,Genuine,False
13487,Linux Systems/Security Engineer,United States,VA,Herndon,Unknown,0,1,1,Full-time,Mid-Senior level,Unspecified,Computer & Network Security,Information Technology,0,,,Genuine,False
13488,"Web Developer, Web Forensics",United Kingdom,BI,R Birmingham,Unknown,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology & Services,Engineering,0,,,Genuine,False
13489,Senior Technical Writer,United States,CA,San Carlos,Unknown,0,0,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology & Services,Writing/Editing,0,,,Genuine,False
13491,Junior Full Stack Developer,Greece,I,Athens,Unknown,0,1,0,Full-time,Entry level,Unspecified,Information Technology & Services,Unknown,0,,,Genuine,False
13492,Marketing/Journalism Major Turned Project Manager,United States,IN,Fishers,App Delivery,0,1,1,Full-time,Entry level,Associate Degree,Marketing & Advertising,Project Management,0,30000.0,30000.0,Genuine,True
13493,Beauty  &  Fragrance Consultants,United Kingdom,Unknown,Chester,Unknown,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
13494,Food Quality,United States,OH,Cleveland,Unknown,0,0,0,Full-time,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
13495,Auditor,United States,MN,Minneapolis,Unknown,0,0,0,Full-time,Unknown,Unknown,Accounting,Unknown,0,,,Genuine,False
13496,Emts Lift Coaches Orange County,United States,CA,Orange County,Unknown,0,1,1,Full-time,Entry level,High School/equivalent,Hospital & Health Care,Health Care Provider,0,,,Genuine,False
13497,Account Manager,United Kingdom,LN,D London,Account Management,0,1,0,Full-time,Entry level,Unknown,Food & Beverages,Unknown,0,,,Genuine,False
13498,".Net Web Developers - Vb, C#, Asp.Net - Little Rock, Ar",,Unknown,Unknown,Unknown,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
13499,Beauty  &  Fragrance Consultants,United Kingdom,Unknown,Lincoln,Unknown,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
13501,Sem / Performance Specialist Neo,Poland,MZ,Warsaw,Unknown,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
13502,"Uk Market Developer Paid, Full-Time Internship",Portugal,11,Lisbon,Unknown,0,1,1,Full-time,Internship,Bachelor's Degree,Internet,Marketing,0,,,Genuine,False
13503,Unsolicited Application,,Unknown,Unknown,Unknown,0,1,1,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
13504,Web Developer,United States,NJ,Sewell,Unknown,0,1,0,Full-time,Associate,Unknown,Information Technology & Services,Information Technology,0,45000.0,55000.0,Genuine,True
13505,Chief Operating Officer Coo,Germany,BE,Berlin/Malaysia,Non-Tech,0,1,0,Full-time,Director,Master's Degree,Internet,General Business,0,,,Genuine,False
13506,Nurse - Rn,United States,FL,Orlando,Orlando,0,1,1,Full-time,Mid-Senior level,Certification,Hospital & Health Care,Health Care Provider,0,,,Genuine,False
13507,Sales Person,United States,VA,Herndon,Sales,0,1,0,Unknown,Unknown,Unspecified,Computer & Network Security,Sales,0,,,Genuine,False
13508,Campaign Manager,Israel,M,Hertzelia,Marketing,0,1,1,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
13509,West Yorkshire Telesales Executives,United Kingdom,WK,F Wakefield,Unknown,0,1,1,Full-time,Associate,Vocational,Unknown,Business Development,0,,,Genuine,False
13510,"Driven, Strategic Relationship Managersaas Startup",United States,IN,Fishers,Account Management,0,1,1,Full-time,Unknown,Bachelor's Degree,Internet,Customer Service,0,38000.0,52000.0,Genuine,True
13511,Dish Washer,United States,MA,Sandwich,Unknown,0,1,0,Part-time,Unknown,Unknown,Restaurants,Customer Service,0,,,Genuine,False
13513,"Home Health Rn/Case Manager--Aiken/North Augusta, Sc",United States,SC,Unknown,Unknown,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
13514,Stakeholder Manager,United States,OR,Portland,Unknown,0,1,0,Full-time,Mid-Senior level,Unknown,Information Technology & Services,Consulting,0,,,Genuine,False
13515,Machine Operator Hayward,United States,CA,Hayward,Operations,0,1,1,Unknown,Unknown,Unknown,Unknown,Other,0,,,Genuine,False
13516,Internship,United States,IN,Bloomington,Unknown,0,1,0,Unknown,Internship,Unknown,Unknown,Unknown,0,,,Genuine,False
13517,Sales  &  Marketing Director,United States,CA,San Diego,Sales,0,1,1,Full-time,Mid-Senior level,High School/equivalent,Unknown,Management,0,65.0,100.0,Genuine,True
13518,We Are Recruiting Fragrance & Beauty Promotional Staff -Liverpool,United Kingdom,LI,V Liverpool,Unknown,0,1,0,Temporary,Unknown,Unknown,Cosmetics,Unknown,0,,,Genuine,False
13519,Reliability  &  Maintenance Engineer - Energy Corporation,United States,WI,Greater Milwaukee,Unknown,0,0,0,Full-time,Unknown,Unknown,Machinery,Engineering,0,,,Genuine,False
13520,Android Engineer,Canada,ON,Toronto,Unknown,0,1,1,Full-time,Unknown,Unknown,Computer Software,Information Technology,0,80.0,100.0,Genuine,True
13521,Community Ambassador Uk Remote,United Kingdom,Unknown,United Kingdom,Marketing,0,1,0,Unknown,Unknown,Unknown,Unknown,Marketing,0,,,Genuine,False
13522,Quality Systems Supervisor - Food Manufacturing Exp - Il,United States,IL,Danville Area,Unknown,0,0,0,Full-time,Unknown,Unknown,Management Consulting,Unknown,0,,,Genuine,False
13523,Etl Developer,United States,TX,Irving,It,0,1,1,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
13524,Sales Engineer It Security,United Kingdom,Unknown,Unknown,Unknown,0,1,0,Full-time,Mid-Senior level,Unknown,Information Technology & Services,Sales,0,,,Genuine,False
13525,Software Development Engineer -Test Sdet,United States,CA,Marina Del Rey,Engineering,0,1,0,Full-time,Mid-Senior level,Unknown,Internet,Engineering,0,,,Genuine,False
13526,Human Resource Generalist,United States,NJ,Princeton,Unknown,0,1,0,Full-time,Entry level,High School/equivalent,Real Estate,Human Resources,0,,,Genuine,False
13527,Graphics Engineer,United States,TX,Austin,Engineering,0,1,0,Full-time,Mid-Senior level,Unknown,Entertainment,Engineering,0,,,Genuine,False
13528,Head Of Engineering,United Kingdom,LN,D London,It,0,1,0,Full-time,Executive,Unknown,Computer Software,Information Technology,0,,,Genuine,False
13529,Highly Skilled Caregivers -Dementia Today Best Pay  &  Awesome Benefits,United States,CO,Denver,Unknown,0,1,1,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
13530,Full-Time Web Developer,Philippines,Unknown,Unknown,Unknown,0,1,0,Full-time,Not Applicable,Unspecified,Information Technology & Services,Information Technology,0,528000.0,636000.0,Genuine,True
13531,Beauty  &  Fragrance Consultants,United Kingdom,Unknown,Ayrshire,Unknown,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
13532,Associate Director,United States,NY,New York,Startup Institute New York,0,1,1,Full-time,Unknown,Unspecified,Internet,Unknown,0,,,Genuine,False
13533,Qa Engineer,United States,TX,Austin,Quality Assurance,0,1,1,Full-time,Associate,Bachelor's Degree,Computer Software,Quality Assurance,0,,,Genuine,False
13534,Tv Marketing Manager,Germany,BE,Berlin,International Growth,0,1,0,Full-time,Associate,Master's Degree,E-Learning,Marketing,0,,,Genuine,False
13535,Personal Assistant To Founders,United Kingdom,LN,D Shoreditch,Unknown,0,1,1,Full-time,Mid-Senior level,Unknown,Design,Administrative,0,,,Genuine,False
13536,Product Specialist / Market Development,United Kingdom,LN,D London,Business:Sales,0,1,1,Full-time,Unknown,Bachelor's Degree,Apparel & Fashion,Business Development,0,,,Genuine,False
13537,Business Operations Analyst,United States,CA,San Francisco,Operations,0,1,1,Full-time,Associate,Bachelor's Degree,Computer Software,Business Analyst,0,,,Genuine,False
13538,Sr Programmer Analyst,United States,NV,Carton City,Unknown,0,0,0,Contract,Mid-Senior level,Bachelor's Degree,Information Technology & Services,Information Technology,0,110000.0,120000.0,Genuine,True
13539,Ux Engineer,United States,CA,Auburn,Unknown,0,1,0,Full-time,Mid-Senior level,Unknown,Computer Software,Engineering,0,,,Genuine,False
13540,"Junior Account Executive - Sacramento, Ca",United States,CA,Sacramento,Sales,0,1,0,Full-time,Entry level,Bachelor's Degree,Computer Software,Sales,0,,,Genuine,False
13541,Frontend Web Designer -Singapore,Singapore,1,Unknown,Unknown,0,1,1,Full-time,Unknown,Unknown,Internet,Information Technology,0,40000.0,120000.0,Genuine,True
13542,Clinical Research Associate,United States,NY,New York,Unknown,0,1,0,Full-time,Unknown,Master's Degree,Biotechnology,Research,0,,,Genuine,False
13543,Producer / Project Manager,United States,NY,Brooklyn,Production,0,1,1,Full-time,Associate,Bachelor's Degree,Internet,Production,0,,,Genuine,False
13544,News Cycle Management Internship,United States,DC,Washington,Unknown,0,1,1,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
13545,"Business Development Specialist, Enterprise Sales - San Francisco Remote",United States,CA,San Francisco,Sales,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Outsourcing/Offshoring,Sales,0,,,Genuine,False
13546,Schools/Charters Dispatcher,Canada,ON,London,Schools,0,1,1,Part-time,Unknown,Unknown,Transportation/Trucking/Railroad,Unknown,0,,,Genuine,False
13547,Customer Service Associate,United Kingdom,LN,D Bermondsey,Customer Service,0,0,0,Full-time,Associate,Unknown,Internet,Customer Service,0,20000.0,25000.0,Genuine,True
13548,Hilarious Comic Strip Writers,United States,NY,Unknown,Content,0,1,1,Contract,Not Applicable,Unspecified,E-Learning,Writing/Editing,0,,,Genuine,False
13549,Experienced Banquet Servers,United States,VA,Richmond,Unknown,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
13550,Account Executive,Canada,ON,Cambridge,Unknown,0,1,1,Full-time,Associate,Bachelor's Degree,Computer Software,Sales,0,,,Genuine,False
13551,C.V. Para Base De Datos,Panama,8,Panama,Unknown,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
13552,"Onsite Host Alexandria, Va",United States,VA,Alexandria,Unknown,0,1,0,Part-time,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
13553,Cfo - Venture Capital,United States,Unknown,Unknown,Unknown,0,1,1,Full-time,Executive,Unknown,Real Estate,Unknown,0,,,Genuine,False
13554,Aftermarket Consultant,Australia,VI,C Melbourne,Unknown,0,1,1,Full-time,Entry level,Unknown,Financial Services,Sales,0,50000.0,50000.0,Genuine,True
13555,Technology Operations Manager,United States,MO,St. Louis,Technology/It,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology & Services,Information Technology,0,,,Genuine,False
13556,"Hr Recruiter--Grand Junction, Co",United States,CO,Grand Junction,Unknown,0,1,0,Part-time,Entry level,High School/equivalent,Unknown,Unknown,0,,,Genuine,False
13557,Front End Developer,India,KA,Bangalore,It,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology & Services,Information Technology,0,,,Genuine,False
13558,Product Manager -Russian Top Gun,Poland,MZ,Warsaw,Unknown,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
13559,Frontend Developer,Germany,BY,Mã¼Nchen,Tech,0,1,1,Full-time,Associate,Bachelor's Degree,Internet,Information Technology,0,,,Genuine,False
13560,Recruiting Manager,United States,NY,New York,Operations,0,1,1,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
13561,Data  &  Analytics Intern,United Kingdom,Unknown,London,Unknown,0,1,1,Full-time,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
13562,Ios/Android Developer,United States,NJ,Sewell,Unknown,0,1,0,Full-time,Associate,Unknown,Information Technology & Services,Information Technology,0,55000.0,70000.0,Genuine,True
13563,Project Manager-Conversion/Migration,United States,NY,New York City,Unknown,0,1,1,Contract,Unknown,Unknown,Financial Services,Unknown,0,,,Genuine,False
13564,Sales Development Representative,United States,CA,San Francisco,Marketing,0,1,1,Full-time,Entry level,Unknown,Internet,Marketing,0,,,Genuine,False
13565,Sales Director,United States,GA,Atlanta,Unknown,1,1,1,Full-time,Director,Associate Degree,Information Technology & Services,Sales,0,,,Genuine,False
13566,Front End Web Developer,Greece,I,Athens,Unknown,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Production,0,,,Genuine,False
13567,Uncle Maddio'S Restaurant - All Positions,United States,TX,Austin,Unknown,0,0,0,Unknown,Unknown,Unknown,Restaurants,Unknown,0,,,Genuine,False
13568,Backend Developer,Denmark,Unknown,Copenhagen,Unknown,0,1,0,Full-time,Unknown,Unspecified,Internet,Information Technology,0,,,Genuine,False
13569,Account Manager,Canada,ON,Toronto,Unknown,0,1,1,Full-time,Unknown,Unknown,Marketing & Advertising,Marketing,0,,,Genuine,False
13570,Line Cooks  &  Waitstaff,United States,KS,Lenexa,Unknown,0,0,0,Unknown,Unknown,Unknown,Restaurants,Unknown,0,,,Genuine,False
13571,It Support Engineer - Entry Level,Hong Kong,Unknown,Hong Kong,Unknown,0,1,0,Full-time,Entry level,Bachelor's Degree,Computer Games,Unknown,0,14000.0,18000.0,Genuine,True
13572,Senior Oracle Apps Dba,United States,CA,Menlo Park,Unknown,0,1,0,Contract,Mid-Senior level,Bachelor's Degree,Information Technology & Services,Information Technology,0,,,Genuine,False
13573,Shipper La/Oc,United States,CA,La/Orange County,Operations,0,1,1,Unknown,Unknown,Unknown,Unknown,Other,0,,,Genuine,False
13574,Telesales Opportunities,United Kingdom,WK,F Wakefield,Unknown,0,1,1,Full-time,Associate,High School/equivalent,Unknown,Sales,0,,,Genuine,False
13575,C# / Sql & Bi Developer All Levels,Greece,I,Unknown,Unknown,0,0,0,Full-time,Unknown,Unknown,Computer Software,Unknown,0,,,Genuine,False
13576,Digital Marketing Paid Intern,Greece,I,Athens,Unknown,0,1,0,Full-time,Internship,Unknown,Internet,Marketing,0,,,Genuine,False
13577,Software Developer / Technical Lead,Australia,NS,W Sydney,Unknown,0,1,0,Full-time,Mid-Senior level,Unknown,Information Technology & Services,Engineering,0,90.0,140000.0,Genuine,True
13578,Marketing  &  Communications Rockstar,United States,NY,New York City,Unknown,1,1,1,Part-time,Not Applicable,Unspecified,Events Services,Other,0,,,Genuine,False
13579,Technical Support Executive,India,MP,Indore,Support,0,1,0,Full-time,Entry level,Bachelor's Degree,Information Technology & Services,Information Technology,0,200000.0,240000.0,Genuine,True
13580,Software Engineering Team Leader,United States,CA,Orange,Unknown,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Engineering,0,,,Genuine,False
13581,Sales Repat & T Solutions Provider - Management Training,United States,TX,Houston,Afsho,0,1,0,Full-time,Unknown,Unknown,Consumer Services,Sales,0,45000.0,67000.0,Genuine,True
13582,Ios Developer,Hong Kong,Unknown,Hong Kong,Unknown,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology & Services,Information Technology,0,,,Genuine,False
13583,Hr Specialist,United States,TX,Houston,Unknown,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
13584,Software Engineer - Digital/Mobile - Entry Level,Hong Kong,Unknown,Hong Kong,Unknown,0,1,0,Full-time,Entry level,Bachelor's Degree,Computer Games,Information Technology,0,14000.0,18000.0,Genuine,True
13585,Asbestos Worker,United States,CT,Unknown,Unknown,0,1,1,Contract,Unknown,Unknown,Construction,Unknown,0,,,Genuine,False
13586,Digital Project Management Internship Salzburg,Austria,5,Salzburg,Unknown,0,1,0,Full-time,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
13587,Senior Javascript Software Engineer,Greece,I,Athens,Unknown,0,1,1,Full-time,Mid-Senior level,Unknown,Computer Software,Information Technology,0,,,Genuine,False
13588,Full Stack Developer Open Source,United States,CA,Santa Monica,Unknown,0,1,0,Full-time,Associate,Unknown,Apparel & Fashion,Engineering,0,,,Genuine,False
13589,Retirement Plan Account Manager - Charlotte,United States,NC,Charlotte,Department,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Insurance,Human Resources,0,,,Genuine,False
13590,Senior Business Analyst,United States,NY,New York,Unknown,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Financial Services,Information Technology,0,115.0,120.0,Genuine,True
13591,Lead Business Intelligence,United States,NY,Unknown,Unknown,0,1,1,Contract,Mid-Senior level,Unknown,Unknown,Unknown,0,,,Genuine,False
13592,Ios Engineer,United States,Unknown,Unknown,Unknown,0,1,1,Full-time,Mid-Senior level,Unspecified,Unknown,Engineering,0,,,Genuine,False
13593,Production Manager,United States,OH,Cleveland,Unknown,0,0,0,Full-time,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
13594,Internal It Support Engineer,Germany,BE,Berlin,Engineering,0,1,1,Full-time,Associate,Unknown,E-Learning,Engineering,0,,,Genuine,False
13595,Business Development Manager - Us East,United States,NY,New York,Sales,0,1,0,Full-time,Associate,Bachelor's Degree,Information Technology & Services,Sales,0,,,Genuine,False
13596,Winter Associate,,Unknown,Unknown,Unknown,0,1,0,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
13597,Cv10 7Qr Dgv Apprenticeship Under Nas 18 Year Olds,United Kingdom,Unknown,Luton,Unknown,0,1,1,Unknown,Not Applicable,High School/equivalent,Unknown,Unknown,0,,,Genuine,False
13598,Wireless Sales Consultants,United States,TX,San Antonio,Unknown,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
13600,Business Development Representative,United States,Unknown,Unknown,Unknown,0,0,0,Full-time,Entry level,Bachelor's Degree,"Health, Wellness & Fitness",Sales,0,45.0,70.0,Genuine,True
13601,Accounting Clerk,United States,NJ,Newark,Unknown,0,0,0,Full-time,Entry level,High School/equivalent,Information Technology & Services,Accounting/Auditing,0,,,Genuine,False
13602,Preston Apprenticeships Under Nas 16-18 Year Olds,United Kingdom,LA,N Preston,Unknown,0,1,1,Full-time,Unknown,Unknown,Human Resources,Human Resources,0,,,Genuine,False
13603,Community Engagement Specialist,United States,Unknown,St Paul,Community Engagement,0,1,1,Full-time,Associate,Bachelor's Degree,Unknown,Other,0,,,Genuine,False
13604,Pt / Ft Drivers,United States,CA,San Francisco,Unknown,0,0,0,Full-time,Entry level,Unspecified,Transportation/Trucking/Railroad,General Business,0,40000.0,100000.0,Genuine,True
13605,Client Solutions Manager,United States,NY,New York,Unknown,0,1,0,Full-time,Not Applicable,Unspecified,Photography,Information Technology,0,,,Genuine,False
13606,Healthcare Recruiter,United States,OH,Independence,Unknown,0,1,0,Full-time,Associate,Bachelor's Degree,Staffing & Recruiting,Sales,0,,,Genuine,False
13607,Graduate Program,Australia,NS,W Sydney,Squiz,0,1,0,Temporary,Internship,Bachelor's Degree,Information Technology & Services,Information Technology,0,,,Genuine,False
13608,General Application,United Kingdom,LN,D,Unknown,0,1,1,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
13611,Head Of Sales,United Kingdom,Unknown,London,Unknown,0,1,0,Full-time,Mid-Senior level,Unknown,Financial Services,Sales,0,,,Genuine,False
13612,Digital Marketing Intern,United Kingdom,LN,D Shoreditch,Unknown,0,1,0,Full-time,Internship,Bachelor's Degree,Marketing & Advertising,Marketing,0,,,Genuine,False
13613,System Administrator,United States,NY,Rye,It,0,1,1,Full-time,Associate,Certification,Information Technology & Services,Information Technology,0,,,Genuine,False
13614,"Gis Developer - C# .Net Sql - Kelowna, British Columbia",Canada,BC,Vancouver,Unknown,0,0,0,Full-time,Unknown,Unknown,Computer Software,Unknown,0,,,Genuine,False
13615,Director Of Sales,United States,NY,Brooklyn,Unknown,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Sales,0,,,Genuine,False
13616,Business Intelligence Analyst,United States,NY,New York City,Unknown,0,1,1,Contract,Mid-Senior level,Unknown,Unknown,Unknown,0,,,Genuine,False
13617,Support Engineer,Australia,TA,S Hobart,Unknown,0,1,1,Full-time,Associate,Certification,Information Technology & Services,Information Technology,0,60000.0,80000.0,Genuine,True
13618,Sales Development Representative,United States,CA,San Francisco,Unknown,0,0,1,Full-time,Associate,Bachelor's Degree,Marketing & Advertising,Unknown,0,,,Genuine,False
13619,Cable Technician,United States,AZ,Phoenix,Unknown,0,1,0,Full-time,Not Applicable,Unspecified,Telecommunications,Unknown,0,,,Genuine,False
13620,Crew Members -,United States,TX,Austin,Unknown,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
13621,Remote Part Time Recruiter,United States,PA,King,Unknown,0,1,0,Part-time,Unknown,Unknown,Unknown,Human Resources,0,,,Genuine,False
13622,Digital Brand Architects Community Manager,United States,NY,New York,Unknown,0,1,0,Full-time,Entry level,Unknown,Marketing & Advertising,Advertising,0,,,Genuine,False
13623,Senior Java/Build Master Developer,Netherlands,Unknown,The Hague,Unknown,0,1,0,Full-time,Entry level,Bachelor's Degree,Computer Software,Information Technology,0,,,Genuine,False
13624,It Project Manager,United States,TX,Temple,It Services,0,1,1,Full-time,Associate,Associate Degree,Information Technology & Services,Information Technology,0,40000.0,70000.0,Genuine,True
13625,Front-End Engineer,Brazil,SP,Sã£O Paulo,Unknown,0,1,1,Full-time,Not Applicable,Bachelor's Degree,Financial Services,Engineering,0,,,Genuine,False
13626,Record To Report - Gl Accountant,Greece,I,Athens,Accounting,0,1,0,Other,Associate,Unknown,Unknown,Accounting/Auditing,0,,,Genuine,False
13627,Customer Support  &  Operations Technician,Canada,BC,Vancouver,Unknown,0,1,0,Unknown,Entry level,Bachelor's Degree,Information Technology & Services,Customer Service,0,,,Genuine,False
13628,Junior Devops Engineer,United States,CA,Santa Monica,Engineering,0,1,1,Full-time,Associate,Bachelor's Degree,Internet,Engineering,0,,,Genuine,False
13629,Branch Associate,United States,MA,Medford,Unknown,0,1,1,Full-time,Associate,High School/equivalent,Banking,Customer Service,0,,,Genuine,False
13630,Data Entry Assistant - Intern,Hong Kong,Unknown,Hong Kong,Marketing,0,1,0,Other,Entry level,Bachelor's Degree,Internet,Marketing,0,8000.0,14000.0,Genuine,True
13631,Sales Reps/Mgrs Emea,United States,Unknown,Unknown,Unknown,0,1,1,Full-time,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
13632,Mortgage Operations Manager,United States,NY,New York,Unknown,0,1,0,Full-time,Unknown,Unspecified,Financial Services,Production,0,,,Genuine,False
13633,Java Atg Developer,United States,CA,Irvine,Unknown,0,1,0,Contract,Mid-Senior level,Bachelor's Degree,Information Technology & Services,Information Technology,0,,,Genuine,False
13634,Quality Analyst - Oracle Ebs,United States,TX,San Antonio,Unknown,0,1,0,Contract,Mid-Senior level,Unknown,Information Technology & Services,Information Technology,0,,,Genuine,False
13635,Care Worker Personal Assistant,United Kingdom,ED,H Edinburgh South & South East,Unknown,0,1,1,Contract,Unknown,Unknown,Hospital & Health Care,Unknown,0,,,Genuine,False
13636,English Teacher Abroad,United States,FL,Gainesville,Unknown,0,1,1,Contract,Unknown,Bachelor's Degree,Education Management,Unknown,0,,,Genuine,False
13637,Apprentice Carpenter,United States,MN,St. Paul,Energy Conservation,0,1,1,Full-time,Entry level,High School/equivalent,Unknown,Unknown,0,,,Genuine,False
13638,Servers,United States,TX,Austin,Unknown,0,0,0,Unknown,Unknown,Unknown,Restaurants,Unknown,0,,,Genuine,False
13639,"Pre Sales, Solutions Consultants/Solution Engineers",United States,Unknown,Unknown,Unknown,0,1,1,Full-time,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
13640,Inwards  &  Outwards Goods Coordinator,New Zealand,N,Auckland,Unknown,0,1,0,Full-time,Associate,Unknown,Warehousing,Unknown,0,,,Genuine,False
13641,Electrical Maintenance Technician,United States,OH,Cleveland,Unknown,0,0,0,Full-time,Unknown,Unknown,Electrical/Electronic Manufacturing,Unknown,0,,,Genuine,False
13642,Business Development Rep,United States,Unknown,Unknown,Unknown,0,1,1,Full-time,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
13643,English Teacher Abroad,United States,OK,Bethany,Unknown,0,1,1,Contract,Unknown,Bachelor's Degree,Education Management,Unknown,0,,,Genuine,False
13644,Customer Success Rep,United States,Unknown,Unknown,Unknown,0,1,1,Full-time,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
13645,Executive Assistant,United States,FL,Boca Raton,Unknown,0,1,0,Full-time,Executive,Bachelor's Degree,Financial Services,Administrative,0,35000.0,55000.0,Genuine,True
13646,Oracle Apps Dba,United States,NC,Thomasville,Unknown,0,1,0,Contract,Mid-Senior level,Bachelor's Degree,Information Technology & Services,Information Technology,0,,,Genuine,False
13647,Product Marketing Rep,United States,CA,San Francisco,Unknown,0,1,1,Full-time,Unknown,Unknown,Information Technology & Services,Marketing,0,,,Genuine,False
13648,Production Supervisor,United States,CA,Los Angeles,Unknown,0,0,0,Full-time,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
13649,Specialist Teacher,Singapore,Unknown,Unknown,Unknown,0,1,1,Full-time,Unknown,Bachelor's Degree,Education Management,Education,0,,,Genuine,False
13650,Brand Ambassador & Hair Promotional Models,United States,TX,Dallas-Fort Worth,Unknown,1,1,1,Unknown,Unknown,Unknown,Unknown,Unknown,0,,,Genuine,False
13651,"Business Development Director, Alliances  &  Partners",United States,CA,San Jose,Sales,0,1,0,Full-time,Director,Bachelor's Degree,Information Technology & Services,Sales,0,,,Genuine,False
13652,English Teacher Abroad,United States,GA,Atlanta,Unknown,0,1,1,Contract,Unknown,Bachelor's Degree,Education Management,Unknown,0,,,Genuine,False
